"date","value","volume"
"2014-04-14","2690","413"
"2014-04-15","2690","185"
"2014-04-16","2690","5"
"2014-04-17","2545","373"
"2014-04-18","2690","2"
"2014-04-22","2690","155"
"2014-04-25","2650","410"
"2014-04-28","2690","9"
"2014-05-12","2680","3"
"2014-06-04","2700","160"
"2014-06-05","2699","10"
"2014-06-19","2680","2"
"2014-06-20","2680","5"
"2014-07-02","2675","2"
"2014-07-07","2732","808"
"2014-07-08","2700","150"
"2014-07-17","2300","20"
"2014-07-18","2300","34"
"2014-07-22","2200","100"
"2014-08-07","2300","220"
"2014-08-08","2300","20"
"2014-08-12","2300","50"
"2014-08-20","2200","4"
"2014-08-21","2300","42"
"2014-09-05","2499","20"
"2014-09-09","2499","10"
"2014-11-18","2284","8"
"2014-12-04","2280","5"
"2014-12-19","2280","5"
"2015-02-06","2000","5"
"2015-02-13","1999","3"
"2015-02-17","1999","7"
"2015-03-10","1950","2"
"2015-03-12","1865","177"
"2015-03-16","1750","5"
"2015-03-18","1733","145"
"2015-03-19","1700","31"
"2015-03-20","1604","3270"
"2015-03-26","1605","20"
"2015-04-03","1800","48"
"2015-04-09","1750","25"
"2015-04-16","1750","585"
"2015-04-20","1750","1607"
"2015-04-27","1750","50"
"2015-04-28","1750","41"
"2015-05-01","1800","4"
"2015-05-11","1799","10"
"2015-05-15","1700","15"
"2015-05-20","1700","5"
"2015-05-27","1700","10"
"2015-05-28","1700","7"
"2015-05-29","1700","13"
"2015-06-09","1750","237292"
"2015-06-10","1900","8"
"2015-06-24","1900","4"
"2015-06-30","1850","17531"
"2015-07-06","1621","20"
"2015-07-10","1700","5"
"2015-07-16","1750","5"
"2015-08-04","1750","5"
"2015-08-06","1700","8"
"2015-08-13","1700","40"
"2015-08-18","1750","13"
"2015-09-01","1750","2"
"2015-09-09","1750","66760"
"2015-09-10","1750","9692"
"2015-09-15","1951","1066"
"2015-09-17","1950","500"
"2015-09-22","1900","5"
"2015-09-23","1650","9261"
"2015-10-16","1670","100"
"2015-10-22","1800","3500"
"2015-10-28","1800","162975"
"2015-10-30","1900","50"
"2015-11-04","1683","15"
"2015-11-18","1680","16"
"2015-11-24","1652","279"
"2015-12-04","1600","5"
"2015-12-10","1699","28228"
"2015-12-22","1600","15"
"2015-12-28","1680","250"
"2015-12-30","1802","2985"
"2015-12-31","1939","250"
"2016-01-26","1650","305"
"2016-01-29","1600","3"
"2016-03-01","1601","50"
"2016-03-17","1438","35"
"2016-03-21","1333","6"
"2016-03-22","1300","7"
"2016-03-25","1300","3501"
"2016-03-28","1400","2500"
"2016-03-30","1495","3"
"2016-03-31","1684","97"
"2016-04-19","1600","2"
"2016-05-12","1550","13"
"2016-05-31","1550","13"
"2016-06-13","1500","70"
"2016-06-16","1400","3983"
"2016-06-17","1595","1070"
"2016-06-21","1810","33"
"2016-06-22","1830","17"
"2016-08-17","1760","1"
"2016-09-08","1762","19"
"2016-09-19","1680","80"
"2016-10-14","1888","5"
"2016-10-21","1605","20"
"2016-10-24","1500","20"
"2016-10-25","1313","460"
"2016-10-26","1301","6000"
"2016-11-03","1400","88"
"2016-11-16","1400","10"
"2016-11-29","1400","565"
"2016-11-30","1400","6744"
"2016-12-19","1494","21"
"2016-12-20","1490","89"
"2016-12-21","1400","30"
"2016-12-22","1400","336"
"2016-12-23","1493","950"
"2016-12-26","1508","364"
"2017-01-06","1490","50"
"2017-02-02","1400","35"
"2017-02-03","1400","30"
"2017-02-06","1400","20"
"2017-02-07","1400","20"
"2017-02-08","1400","20"
"2017-02-16","1291","3"
"2017-02-20","1400","1"
"2017-02-22","1400","196"
"2017-02-23","1390","60"
"2017-03-06","1400","218"
"2017-03-09","1430","1015"
"2017-03-10","1391","270"
"2017-03-17","1399","39"
"2017-03-27","1340","3350"
"2017-04-10","1340","130"
"2017-04-11","1340","20"
"2017-04-12","1300","60"
"2017-04-17","1350","50"
"2017-04-24","1200","11141"
"2017-04-25","1250","20"
"2017-04-26","1250","29"
"2017-05-01","1300","50"
"2017-05-09","1200","9470"
"2017-05-12","1200","8523"
"2017-05-16","1200","300"
"2017-05-22","1200","20"
"2017-05-25","1200","514"
"2017-05-26","1200","32"
"2017-05-31","1200","838"
"2017-06-14","1195","20"
"2017-06-22","1195","10"
"2017-06-23","1190","20"
"2017-06-30","1190","100"
"2017-07-03","1161","30"
"2017-07-04","1161","90"
"2017-07-24","1161","4"
"2017-07-31","990","1"
"2017-08-11","1000","90"
"2017-08-14","1000","705"
"2017-08-16","1010","500"
"2017-08-17","1002","880"
"2017-08-22","1010","150"
"2017-08-23","1012","85"
"2017-08-24","1012","500"
"2017-08-30","1020","993"
"2017-08-31","1050","25"
"2017-09-01","1024","230"
"2017-09-04","1030","647"
"2017-09-05","1020","1146"
"2017-09-06","1100","28"
