"date","value","volume"
"2020-03-11","2570","339"
"2020-03-12","2600","485"
"2020-03-13","2609","850"
"2020-03-16","2615","170"
"2020-03-17","2600","1080"
"2020-03-18","2605","727"
"2020-03-19","2605","60"
"2020-03-20","2600","145"
"2020-03-23","2600","876"
"2020-03-24","2575","17093"
"2020-03-25","2579","684"
"2020-03-26","2500","1377"
"2020-03-27","2500","1124"
"2020-03-30","2500","570"
"2020-03-31","2500","20"
"2020-04-01","2498","653"
"2020-04-02","2498","20"
"2020-04-03","2489","1344"
"2020-04-06","2490","20"
"2020-04-07","2490","10"
"2020-04-08","2490","30"
"2020-04-09","2490","10"
"2020-04-10","2490","20"
"2020-04-13","2490","70"
"2020-04-14","2490","57"
"2020-04-15","2490","10"
"2020-04-16","2490","50"
"2020-04-17","2490","170"
"2020-04-20","2490","1001"
"2020-04-21","2495","1177"
"2020-04-22","2500","160"
"2020-04-23","2505","100"
"2020-04-24","2510","20"
"2020-04-27","2510","3"
"2020-04-28","2621","1"
"2020-04-29","2510","846"
"2020-04-30","2512","155"
"2020-05-01","2516","50"
"2020-05-04","2518","5"
"2020-05-05","2518","10"
"2020-05-06","2600","5"
"2020-05-07","2550","503"
"2020-05-08","2550","20"
"2020-05-11","2550","2"
"2020-05-12","2527","70"
"2020-05-13","2525","2"
"2020-05-14","2525","1"
"2020-05-15","2524","20"
"2020-05-18","2525","10"
"2020-05-19","2525","10"
"2020-05-20","2526","5"
"2020-05-21","2525","5"
"2020-05-22","2520","2"
"2020-05-25","2525","4"
"2020-05-26","2525","5"
"2020-05-27","2500","10"
"2020-05-28","2500","5"
"2020-05-29","2500","10"
"2020-06-02","2500","5"
"2020-06-03","2500","10"
"2020-06-04","2500","15"
"2020-06-08","2505","30"
"2020-06-09","2515","5"
"2020-06-10","2510","10"
"2020-06-11","2515","5"
"2020-06-12","2500","5"
"2020-06-15","2401","34"
"2020-06-16","2498","10"
"2020-06-17","2498","5"
"2020-06-18","2498","10"
"2020-06-19","2498","3123"
"2020-06-22","2498","7149"
"2020-06-23","2498","5188"
"2020-06-25","2500","2693"
"2020-06-26","2515","118"
"2020-06-29","2514","60"
"2020-06-30","2514","30"
"2020-07-01","2514","115"
"2020-07-02","2514","15"
"2020-07-03","2514","30"
"2020-07-06","2515","800"
"2020-07-07","2515","1265"
"2020-07-08","2515","8705"
"2020-07-09","2510","952"
"2020-07-10","2513","80"
"2020-07-16","2513","20"
"2020-07-17","2515","9087"
"2020-07-20","2510","2160"
"2020-07-21","2510","35"
"2020-07-22","2510","120"
"2020-07-23","2510","20"
"2020-07-24","2519","5824"
"2020-07-27","2520","10"
"2020-07-28","2528","2050"
"2020-07-29","2529","4200"
"2020-07-30","2535","1700"
"2020-07-31","2535","94"
"2020-08-03","2538","600"
"2020-08-04","2541","4800"
"2020-08-05","2550","810"
"2020-08-06","2577","498"
"2020-08-07","2600","103"
"2020-08-10","2620","155"
"2020-08-11","2626","1190"
"2020-08-12","2626","263"
"2020-08-13","2650","2047"
"2020-08-14","2650","110"
"2020-08-17","2652","489"
"2020-08-18","2652","110"
"2020-08-19","2654","190"
"2020-08-20","2655","211"
"2020-08-21","2655","203"
"2020-08-24","2655","820"
"2020-08-25","2655","24"
"2020-08-26","2655","190"
"2020-08-27","2655","123"
"2020-08-28","2655","30"
"2020-08-31","2655","300"
"2020-09-01","2658","149"
"2020-09-02","2655","10160"
"2020-09-03","2655","90"
"2020-09-04","2654","55"
"2020-09-07","2654","465"
"2020-09-08","2655","435"
"2020-09-09","2655","33"
"2020-09-10","2655","56"
"2020-09-11","2660","4787"
"2020-09-14","2675","325"
"2020-09-15","2682","3230"
"2020-09-16","2682","70"
"2020-09-17","2682","26"
"2020-09-18","2691","2267"
"2020-09-21","2691","104"
"2020-09-22","2691","2"
"2020-09-23","2674","19"
"2020-09-24","2700","5990"
"2020-09-25","2700","5"
"2020-09-28","2713","460"
"2020-09-29","2750","198"
"2020-09-30","2800","715"
"2020-10-01","2805","120"
"2020-10-02","2810","2458"
"2020-10-05","2810","4"
"2020-10-06","2818","60"
"2020-10-07","2841","186"
"2020-10-08","2847","80"
"2020-10-09","2850","381"
"2020-10-12","2840","4"
"2020-10-13","2859","500"
"2020-10-14","2877","154"
"2020-10-16","2855","171"
"2020-10-19","2864","200"
"2020-10-20","2864","63"
"2020-10-21","2865","1"
"2020-10-22","2865","10"
"2020-10-23","2898","190"
"2020-10-26","2900","5"
"2020-10-27","2900","52"
"2020-10-28","2905","169"
"2020-10-29","2900","1"
"2020-10-30","2914","140"
"2020-11-02","2900","8"
"2020-11-03","2940","830"
"2020-11-04","2920","17"
"2020-11-05","2925","28"
"2020-11-06","2927","242"
"2020-11-09","2907","20"
"2020-11-10","2909","22"
"2020-11-11","2909","2"
"2020-11-12","2915","11"
"2020-11-13","2909","4"
"2020-11-17","2910","14"
"2020-11-18","2910","23"
"2020-11-19","2918","135"
"2020-11-20","2914","13"
"2020-11-23","2910","5"
"2020-11-24","2909","10"
"2020-11-25","2910","460"
"2020-11-27","2900","125"
"2020-11-30","2910","1082"
"2020-12-01","2919","1"
"2020-12-02","2920","42"
"2020-12-03","2919","150"
"2020-12-07","2920","360"
"2020-12-08","2920","70"
"2020-12-09","2850","258"
"2020-12-10","2920","230"
"2020-12-11","2913","219"
"2020-12-14","2920","5"
"2020-12-15","2920","260"
"2020-12-16","2920","85"
"2020-12-17","2920","1171"
"2020-12-18","2920","260"
"2020-12-21","2920","145"
"2020-12-22","2920","158"
"2020-12-23","2920","5"
"2020-12-24","2920","93"
"2020-12-25","2920","100"
"2020-12-28","2920","65"
"2020-12-30","2920","1159"
"2020-12-31","2961","2530"
"2021-01-04","2960","10"
"2021-01-05","2950","43"
"2021-01-06","2949","564"
"2021-01-07","2950","20"
"2021-01-08","2950","2846"
"2021-01-11","2950","47"
"2021-01-12","2950","341"
"2021-01-13","2950","120"
"2021-01-14","2935","9203"
"2021-01-15","2939","5"
"2021-01-18","2940","517"
"2021-01-19","2940","153"
"2021-01-20","2940","223"
"2021-01-21","2940","907"
"2021-01-22","2950","550"
"2021-01-25","2950","280"
"2021-01-26","2950","38"
"2021-01-27","2940","5865"
"2021-01-28","2930","3342"
"2021-01-29","2920","987"
"2021-02-01","2910","455"
"2021-02-02","2902","2111"
"2021-02-03","2887","412"
"2021-02-04","2900","553"
"2021-02-05","2900","60"
"2021-02-08","2929","33"
"2021-02-09","2900","90"
"2021-02-10","2939","150"
"2021-02-11","2900","10"
"2021-02-15","2900","170"
"2021-02-16","2900","162"
"2021-02-17","2920","107"
"2021-02-18","2920","40"
"2021-02-19","2916","23"
"2021-02-22","2928","415"
"2021-02-23","2923","2400"
"2021-02-24","2900","11"
"2021-02-25","2862","19"
"2021-02-26","2846","400"
"2021-03-01","3235","8378"
"2021-03-02","3180","612"
"2021-03-03","3316","1898"
"2021-03-04","3200","167"
"2021-03-05","3299","473"
"2021-03-09","3299","956"
"2021-03-10","3290","1005"
"2021-03-11","3134","3979"
"2021-03-12","3294","2127"
"2021-03-15","3031","1349"
"2021-03-16","3197","625"
"2021-03-17","3199","209"
"2021-03-18","3180","50"
"2021-03-19","3200","141"
"2021-03-22","3183","118"
"2021-03-23","3100","22640"
"2021-03-24","3040","115"
"2021-03-25","3021","235"
"2021-03-26","3061","882"
"2021-03-29","3150","123"
"2021-03-30","3185","30"
"2021-03-31","3185","25"
"2021-04-01","3100","319"
"2021-04-02","3099","185"
"2021-04-05","3100","97"
"2021-04-06","3111","1264"
"2021-04-08","3190","37"
"2021-04-09","3150","263"
"2021-04-12","2940","20461"
"2021-04-13","3007","13091"
"2021-04-14","3150","286"
"2021-04-15","3160","811"
"2021-04-16","2859","24488"
"2021-04-19","3125","1581"
"2021-04-20","3189","3032"
"2021-04-21","3190","2600"
"2021-04-22","3136","902"
"2021-04-23","3259","3633"
"2021-04-26","3290","6639"
"2021-04-27","3308","1402"
"2021-04-28","3343","1543"
"2021-04-29","3332","1626"
"2021-04-30","3386","3220"
"2021-05-03","3320","2366"
"2021-05-04","3289","420"
"2021-05-05","3270","756"
"2021-05-06","3273","550"
"2021-05-07","3251","1540"
"2021-05-10","3255","163"
"2021-05-11","3197","1161"
"2021-05-12","3203","2016"
"2021-05-13","3200","50"
"2021-05-14","3203","153"
"2021-05-17","3248","22"
"2021-05-18","3242","332"
"2021-05-19","3207","405"
"2021-05-20","3163","1990"
"2021-05-21","3199","220"
"2021-05-24","3199","130"
"2021-05-25","3131","1907"
"2021-05-27","2900","9104"
"2021-05-28","2901","61142"
"2021-05-31","3000","62"
"2021-06-02","2950","122"
"2021-06-03","2950","630"
"2021-06-04","2955","1037"
"2021-06-07","2922","120"
"2021-06-08","2950","150"
"2021-06-10","3050","453"
"2021-06-11","3081","558"
"2021-06-14","3115","148"
"2021-06-15","3116","592"
"2021-06-16","3130","130"
"2021-06-17","3132","120"
"2021-06-18","3134","24"
"2021-06-21","3039","81"
"2021-06-22","3050","320"
"2021-06-23","3125","42"
"2021-06-24","3130","10"
"2021-06-25","3130","120"
"2021-06-28","3110","65"
"2021-06-29","3059","571"
"2021-06-30","3117","124"
"2021-07-01","3139","39"
"2021-07-02","3150","3"
"2021-07-05","3191","46"
"2021-07-06","3091","87"
"2021-07-07","3100","419"
"2021-07-08","3100","140"
"2021-07-09","3097","857"
"2021-07-19","3114","107"
"2021-07-20","3100","61"
"2021-07-21","3100","44"
"2021-07-22","3180","531"
"2021-07-23","3197","1365"
"2021-07-24","3200","208"
"2021-07-26","3200","1421"
"2021-07-27","3199","117"
"2021-07-28","3195","355"
"2021-07-29","3200","155"
"2021-07-30","3215","334"
"2021-08-02","3125","382"
"2021-08-03","3125","19"
"2021-08-04","3124","385"
"2021-08-05","3150","6"
"2021-08-06","3195","81"
"2021-08-09","3221","465"
"2021-08-10","3240","1"
"2021-08-11","3245","179"
"2021-08-12","3245","350"
"2021-08-13","3250","1199"
"2021-08-16","3251","1070"
"2021-08-17","3252","49"
"2021-08-18","3260","49"
"2021-08-19","3236","843"
"2021-08-20","3156","1008"
"2021-08-23","3160","225"
"2021-08-24","3140","6597"
"2021-08-25","3133","713"
"2021-08-26","3100","1593"
"2021-08-27","3090","836"
"2021-08-30","3097","3059"
"2021-08-31","3100","72"
"2021-09-01","3098","940"
"2021-09-02","3090","826"
"2021-09-03","3099","48"
"2021-09-06","3130","2497"
"2021-09-07","3171","1217"
"2021-09-08","3200","489"
"2021-09-09","3257","3366"
"2021-09-10","3317","1029"
"2021-09-13","3349","533"
"2021-09-14","3379","830"
"2021-09-15","3386","300"
"2021-09-16","3390","81"
"2021-09-17","3378","228"
"2021-09-20","3389","151"
"2021-09-21","3384","293"
"2021-09-22","3349","106"
"2021-09-23","3363","174"
"2021-09-24","3389","310"
"2021-09-27","3383","139"
"2021-09-28","3340","1551"
"2021-09-29","3383","9"
"2021-09-30","3382","548"
"2021-10-01","3311","255"
"2021-10-04","3300","264"
"2021-10-05","3300","2518"
"2021-10-06","3300","275"
"2021-10-07","3282","21665"
"2021-10-08","3370","1585"
"2021-10-11","3360","1070"
"2021-10-12","3370","84"
"2021-10-13","3325","371"
"2021-10-14","3315","201"
"2021-10-15","3382","115"
"2021-10-18","3380","462"
"2021-10-19","3382","313"
"2021-10-20","3380","41"
"2021-10-21","3300","59"
"2021-10-22","3300","329"
"2021-10-25","3300","8"
"2021-10-26","3300","257"
"2021-10-27","3295","259"
"2021-10-28","3299","344"
"2021-10-29","3270","68"
"2021-11-01","3300","245"
"2021-11-02","3270","780"
"2021-11-03","3150","150"
"2021-11-04","3290","14064"
"2021-11-08","3285","231"
"2021-11-09","3296","342"
"2021-11-10","3298","50"
"2021-11-11","3300","53"
"2021-11-12","3300","20"
"2021-11-15","3300","437"
"2021-11-16","3299","7"
"2021-11-17","3200","230"
"2021-11-18","3300","4042"
"2021-11-19","3300","322"
"2021-11-22","3299","151"
"2021-11-23","3300","68"
"2021-11-24","3300","10"
"2021-11-25","3250","7053"
"2021-11-29","3163","3610"
"2021-11-30","3300","3475"
"2021-12-01","3300","430"
"2021-12-02","3299","30"
"2021-12-06","3300","3661"
"2021-12-07","3390","70"
"2021-12-08","3009","5045"
"2021-12-09","3300","11488"
"2021-12-10","3300","4045"
"2021-12-13","3350","10255"
"2021-12-14","3380","1520"
"2021-12-15","3360","290"
"2021-12-16","3389","10788"
"2021-12-17","3394","1280"
"2021-12-20","3400","223"
"2021-12-21","3300","1858"
"2021-12-22","3400","7788"
"2021-12-23","3449","16191"
"2021-12-24","3673","13805"
"2021-12-27","3742","10077"
"2021-12-28","3945","7388"
"2021-12-30","4041","15058"
"2021-12-31","4043","17037"
"2022-01-03","4400","20"
"2022-01-04","4000","1814"
"2022-01-05","4197","482"
"2022-01-06","4128","142"
"2022-01-07","4151","394"
"2022-01-10","4128","1246"
"2022-01-11","4266","82"
"2022-01-12","4101","1127"
"2022-01-13","4000","31"
"2022-01-14","4100","463"
"2022-01-17","4100","617"
"2022-01-18","4050","24926"
"2022-01-19","4000","137"
"2022-01-20","4000","270"
"2022-01-21","4022","74"
"2022-01-24","4010","165"
"2022-01-25","4050","66"
"2022-01-26","4016","307"
"2022-01-27","4082","88"
"2022-01-28","4000","251"
"2022-01-31","4100","89"
"2022-02-01","4100","171"
"2022-02-07","4100","215"
"2022-02-08","4115","657"
"2022-02-09","4199","5"
"2022-02-10","4200","84"
"2022-02-11","4162","357"
"2022-02-14","4113","19"
"2022-02-15","4150","292"
"2022-02-16","4179","325"
"2022-02-18","4182","372"
"2022-02-21","4190","567"
"2022-02-22","4000","2524"
"2022-02-23","4049","279"
"2022-02-24","4050","500"
"2022-02-25","4000","143"
"2022-02-28","3999","1706"
"2022-03-01","3997","456"
"2022-03-02","4000","15"
"2022-03-03","4012","2616"
"2022-03-04","4200","295"
"2022-03-09","4010","120"
"2022-03-10","4100","909"
"2022-03-11","4130","132"
"2022-03-15","4091","313"
"2022-03-16","4100","50"
"2022-03-17","4300","3090"
"2022-03-18","4350","2016"
"2022-03-21","4306","69"
"2022-03-22","4349","10"
"2022-03-23","4349","1071"
"2022-03-24","4302","210"
"2022-03-25","4349","852"
"2022-03-28","4349","202"
"2022-03-29","4300","38438"
"2022-03-30","4300","11631"
"2022-03-31","3980","2"
"2022-04-01","4363","498"
"2022-04-04","4205","850"
"2022-04-05","4284","267"
"2022-04-06","4055","560"
"2022-04-07","4099","1618"
"2022-04-08","4100","8"
"2022-04-11","4373","3878"
"2022-04-12","4349","501"
"2022-04-13","4347","7937"
"2022-04-14","4400","46316"
"2022-04-15","4400","100"
"2022-04-19","4350","3421"
"2022-04-20","4328","582"
"2022-04-21","4450","1038"
"2022-04-22","4445","500"
"2022-04-25","4450","99"
"2022-04-26","4445","860"
"2022-04-27","4451","4411"
"2022-04-28","4445","196"
"2022-04-29","4450","2321"
"2022-05-02","4450","1389"
"2022-05-03","4444","438"
"2022-05-04","4450","55"
"2022-05-05","4445","80"
"2022-05-06","4446","48"
"2022-05-09","4450","6"
"2022-05-10","4455","34"
"2022-05-11","4325","217"
"2022-05-12","4307","4533"
"2022-05-13","4350","385"
"2022-05-16","4349","10"
"2022-05-17","4349","42"
"2022-05-18","4350","653"
"2022-05-19","4399","10"
"2022-05-20","4370","129"
"2022-05-23","4300","54"
"2022-05-24","4320","224"
"2022-05-25","4270","460"
"2022-05-26","4290","40"
"2022-05-27","4260","1112"
"2022-05-30","4290","51"
"2022-05-31","4226","80"
"2022-06-02","4340","348"
"2022-06-03","4370","1329"
"2022-06-06","4450","750"
"2022-06-07","4478","634"
"2022-06-08","4500","852"
"2022-06-09","4550","3"
"2022-06-10","4550","158"
"2022-06-13","4500","675"
"2022-06-15","4499","366"
"2022-06-16","4499","60"
"2022-06-17","4499","649"
"2022-06-20","4450","3350"
"2022-06-21","4468","148"
"2022-06-22","4467","163"
"2022-06-23","4464","71"
"2022-06-24","4445","174"
"2022-06-27","4445","80"
"2022-06-28","4398","962"
"2022-06-29","4389","128"
"2022-06-30","4349","634"
"2022-07-01","4324","157"
"2022-07-04","4332","142"
"2022-07-05","4340","204"
"2022-07-06","4341","244"
"2022-07-07","4300","322"
"2022-07-08","4319","99765"
"2022-07-18","4306","243"
"2022-07-19","4286","453"
"2022-07-20","4300","409"
"2022-07-21","4300","1311"
"2022-07-22","4293","24913"
"2022-07-25","4304","281"
"2022-07-26","4309","237"
"2022-07-27","4309","857"
"2022-07-28","4393","1034"
"2022-07-29","4420","2791"
"2022-08-01","4400","17744"
"2022-08-02","4418","609"
"2022-08-03","4420","1198"
"2022-08-04","4410","1195"
"2022-08-05","4300","1648"
"2022-08-08","4350","1099"
"2022-08-09","4300","81"
"2022-08-10","4205","1103"
"2022-08-11","4205","908"
"2022-08-12","4199","843"
"2022-08-15","4220","974"
"2022-08-16","4199","641"
"2022-08-17","4200","102"
"2022-08-18","4190","372"
"2022-08-19","4200","1785"
"2022-08-22","4194","6554"
"2022-08-23","4253","1360"
"2022-08-24","4298","230"
"2022-08-25","4259","390"
"2022-08-26","3967","1240"
"2022-08-29","4284","1012"
"2022-08-30","4012","6047"
"2022-08-31","4271","16491"
"2022-09-01","4400","3252"
"2022-09-02","4401","752"
"2022-09-05","4417","247"
"2022-09-06","4420","633"
"2022-09-07","4432","330"
"2022-09-08","4411","1686"
"2022-09-09","4440","42"
"2022-09-12","4440","656"
"2022-09-13","4446","578"
"2022-09-14","4451","129"
"2022-09-15","4401","2910"
"2022-09-16","4459","1161"
"2022-09-19","4436","266"
"2022-09-20","4445","1619"
"2022-09-21","4202","293"
"2022-09-22","4400","540"
"2022-09-23","4399","305"
"2022-09-26","4402","784"
"2022-09-27","4325","1852"
"2022-09-28","4375","27"
"2022-09-29","4370","511"
"2022-09-30","4369","2484"
"2022-10-03","4350","60"
"2022-10-04","4220","109"
"2022-10-05","4345","48"
"2022-10-06","4300","1063"
"2022-10-07","4300","180"
"2022-10-10","4300","501"
"2022-10-11","4302","223"
"2022-10-12","4342","166"
"2022-10-13","4340","110"
"2022-10-14","4300","29174"
"2022-10-17","4279","95"
"2022-10-18","4278","2376"
"2022-10-19","4345","172"
"2022-10-20","4342","2745"
"2022-10-21","4346","622"
"2022-10-24","4298","162"
"2022-10-25","4400","7444"
"2022-10-26","4482","6010"
"2022-10-27","4489","186"
"2022-10-28","4440","286"
"2022-10-31","4450","86"
"2022-11-01","4400","364"
"2022-11-02","4428","68"
"2022-11-03","4430","1173"
"2022-11-04","4430","113"
"2022-11-07","4424","69"
"2022-11-08","4264","436"
"2022-11-09","4430","116"
"2022-11-10","4429","244"
"2022-11-11","4500","1155"
"2022-11-14","4417","387"
"2022-11-15","4500","254"
"2022-11-16","4490","193"
"2022-11-17","4479","60"
"2022-11-18","4455","26"
"2022-11-21","4433","1613"
"2022-11-22","4214","102"
"2022-11-23","4340","145"
"2022-11-25","4447","3471"
"2022-11-28","4539","44259"
"2022-11-29","4587","485"
"2022-11-30","4619","3798"
"2022-12-01","4500","50"
"2022-12-02","4619","1226"
"2022-12-05","4608","2278"
"2022-12-06","4604","547"
"2022-12-07","4615","1554"
"2022-12-08","4690","639"
"2022-12-09","4700","695"
"2022-12-12","4676","1064"
"2022-12-13","4685","2591"
"2022-12-14","4700","567"
"2022-12-15","4699","14856"
"2022-12-16","4728","1141"
"2022-12-19","4750","1414"
"2022-12-20","4787","2186"
"2022-12-21","4702","177"
"2022-12-22","4783","330"
"2022-12-23","4800","771"
"2022-12-26","4800","189"
"2022-12-27","4700","459"
"2022-12-28","4711","106"
"2022-12-30","5005","2206"
"2023-01-02","5000","181"
"2023-01-03","4935","781"
"2023-01-04","4998","444"
"2023-01-05","4999","52"
"2023-01-06","5020","339"
"2023-01-09","5020","2639"
"2023-01-10","4900","1292"
"2023-01-11","4894","112"
"2023-01-12","4894","322"
"2023-01-13","4899","260"
"2023-01-16","5000","182"
"2023-01-17","4888","322"
"2023-01-18","4850","43"
"2023-01-19","4950","728"
"2023-01-20","4898","728"
"2023-01-23","4900","378"
"2023-01-24","4900","456"
"2023-01-25","4904","1368"
"2023-01-26","4900","730"
"2023-01-27","4934","3980"
"2023-01-30","4950","3985"
"2023-01-31","4998","169"
"2023-02-01","4999","1352"
"2023-02-02","5015","1877"
"2023-02-03","5000","1579"
"2023-02-06","4846","430"
"2023-02-07","4980","1885"
"2023-02-08","4999","1188"
"2023-02-09","5000","2841"
"2023-02-10","5005","4837"
"2023-02-13","5090","1155"
"2023-02-14","5050","10"
"2023-02-15","5000","280"
"2023-02-16","4999","4565"
"2023-02-17","5120","6113"
"2023-02-20","5225","361"
"2023-02-24","5185","943"
"2023-02-27","5180","290"
"2023-02-28","5200","1587"
"2023-03-01","5400","4516"
"2023-03-02","5300","190"
"2023-03-03","5350","328"
"2023-03-06","5345","1437"
"2023-03-07","5400","610"
"2023-03-09","5450","1022"
"2023-03-10","5500","1890"
"2023-03-13","5520","1947"
"2023-03-14","5580","709"
"2023-03-15","5595","1408"
"2023-03-16","5595","1247"
"2023-03-17","5610","1780"
"2023-03-20","5600","2092"
"2023-03-21","5600","604"
"2023-03-22","5600","113"
"2023-03-23","5605","221"
"2023-03-24","5600","3196"
"2023-03-27","5605","1376"
"2023-03-28","5600","66"
"2023-03-29","5560","245"
"2023-03-30","5300","2432"
"2023-03-31","5595","1646"
"2023-04-03","5590","318"
"2023-04-04","5610","1006"
"2023-04-05","5595","3737"
"2023-04-06","5600","1200"
"2023-04-07","5605","1356"
"2023-04-10","5600","1430"
"2023-04-11","5600","1000"
"2023-04-12","5600","980"
"2023-04-13","5335","32"
"2023-04-14","5600","3435"
"2023-04-17","5475","7268"
"2023-04-18","5650","1538"
"2023-04-19","5570","575"
"2023-04-20","5580","1022"
"2023-04-21","5580","5551"
"2023-04-24","5580","5764"
"2023-04-25","5580","5130"
"2023-04-26","5510","13486"
"2023-04-27","5200","6385"
"2023-04-28","5590","42902"
"2023-05-01","5570","4301"
"2023-05-02","5700","15463"
"2023-05-03","5770","11263"
"2023-05-04","5770","10670"
"2023-05-05","5735","224"
"2023-05-08","5600","36"
"2023-05-09","5580","24825"
"2023-05-10","5550","948"
"2023-05-11","5500","1120"
"2023-05-12","5490","195"
"2023-05-15","5485","61"
"2023-05-16","5115","1602"
"2023-05-17","5110","120"
"2023-05-18","5435","223"
